"rules","support","confidence","coverage","lift","count"
"{magazines} => {spaghetti}",0.0024,0.219512195121951,0.0109333333333333,1.26059836402346,18
"{magazines} => {mineral water}",0.00373333333333333,0.341463414634146,0.0109333333333333,1.43311449902412,28
"{pasta} => {escalope}",0.00586666666666667,0.372881355932203,0.0157333333333333,4.70018515880929,44
"{pasta} => {shrimp}",0.00506666666666667,0.322033898305085,0.0157333333333333,4.51449390147315,38
"{extra dark chocolate} => {chicken}",0.0028,0.233333333333333,0.012,3.88888888888889,21
"{extra dark chocolate} => {olive oil}",0.00266666666666667,0.222222222222222,0.012,3.38066260987153,20
"{extra dark chocolate} => {pancakes}",0.0024,0.2,0.012,2.10378681626928,18
"{extra dark chocolate} => {spaghetti}",0.00413333333333333,0.344444444444444,0.012,1.97805002552323,31
"{extra dark chocolate} => {mineral water}",0.00573333333333333,0.477777777777778,0.012,2.00522290617422,43
"{eggplant} => {green tea}",0.00266666666666667,0.202020202020202,0.0132,1.53045607591062,20
"{eggplant} => {eggs}",0.0036,0.272727272727273,0.0132,1.51739951443216,27
"{eggplant} => {spaghetti}",0.00386666666666667,0.292929292929293,0.0132,1.68221263167664,29
"{eggplant} => {mineral water}",0.00373333333333333,0.282828282828283,0.0132,1.18702413050482,28
"{gums} => {green tea}",0.0032,0.237623762376238,0.0134666666666667,1.8001800180018,24
"{gums} => {spaghetti}",0.00306666666666667,0.227722772277228,0.0134666666666667,1.30774945794733,23
"{gums} => {mineral water}",0.00493333333333333,0.366336633663366,0.0134666666666667,1.5375068564495,37
"{white wine} => {milk}",0.00346666666666667,0.209677419354839,0.0165333333333333,1.6178813221824,26
"{white wine} => {chocolate}",0.00346666666666667,0.209677419354839,0.0165333333333333,1.2795611433371,26
"{white wine} => {spaghetti}",0.00453333333333333,0.274193548387097,0.0165333333333333,1.57461838660278,34
"{white wine} => {mineral water}",0.0044,0.266129032258065,0.0165333333333333,1.11693774031085,33
"{fromage blanc} => {honey}",0.00333333333333333,0.245098039215686,0.0136,5.1781275890638,25
"{fromage blanc} => {french fries}",0.00373333333333333,0.274509803921569,0.0136,1.60594659080481,28
"{fromage blanc} => {chocolate}",0.00306666666666667,0.225490196078431,0.0136,1.37605896711817,23
"{fromage blanc} => {eggs}",0.004,0.294117647058824,0.0136,1.63641124105429,30
"{fromage blanc} => {spaghetti}",0.00373333333333333,0.274509803921569,0.0136,1.57643455544546,28
"{fromage blanc} => {mineral water}",0.00453333333333333,0.333333333333333,0.0136,1.39899272523783,34
"{mint} => {spaghetti}",0.004,0.229007633587786,0.0174666666666667,1.31512806424839,30
"{mint} => {mineral water}",0.00586666666666667,0.33587786259542,0.0174666666666667,1.40967205901827,44
"{black tea} => {green tea}",0.00293333333333333,0.205607476635514,0.0142666666666667,1.55763239875389,22
"{black tea} => {milk}",0.00426666666666667,0.299065420560748,0.0142666666666667,2.30760355370947,32
"{black tea} => {eggs}",0.00493333333333333,0.345794392523364,0.0142666666666667,1.92393022546382,37
"{black tea} => {spaghetti}",0.00453333333333333,0.317757009345794,0.0142666666666667,1.82479140129668,34
"{black tea} => {mineral water}",0.00533333333333333,0.373831775700935,0.0142666666666667,1.56896380400504,40
"{mushroom cream sauce} => {escalope}",0.00573333333333333,0.300699300699301,0.0190666666666667,3.79032731973908,43
"{mushroom cream sauce} => {french fries}",0.00466666666666667,0.244755244755245,0.0190666666666667,1.43187545683646,35
"{mushroom cream sauce} => {chocolate}",0.0044,0.230769230769231,0.0190666666666667,1.40827439444201,33
"{mushroom cream sauce} => {spaghetti}",0.00426666666666667,0.223776223776224,0.0190666666666667,1.28508551173176,32
"{tomato sauce} => {ground beef}",0.00533333333333333,0.377358490566038,0.0141333333333333,3.84014746166253,40
"{tomato sauce} => {milk}",0.00293333333333333,0.207547169811321,0.0141333333333333,1.6014442115071,22
"{tomato sauce} => {chocolate}",0.00506666666666667,0.358490566037736,0.0141333333333333,2.18769670079985,38
"{tomato sauce} => {spaghetti}",0.00626666666666667,0.443396226415094,0.0141333333333333,2.54630298477275,47
"{tomato sauce} => {mineral water}",0.00573333333333333,0.405660377358491,0.0141333333333333,1.70254775052528,43
"{strawberries} => {french fries}",0.00573333333333333,0.26875,0.0213333333333333,1.5722503900156,43
"{strawberries} => {mineral water}",0.00506666666666667,0.2375,0.0213333333333333,0.996782316731953,38
"{carrots} => {green tea}",0.0036,0.234782608695652,0.0153333333333333,1.77865612648221,27
"{carrots} => {chocolate}",0.00346666666666667,0.226086956521739,0.0153333333333333,1.37970071107652,26
"{carrots} => {spaghetti}",0.00466666666666667,0.304347826086957,0.0153333333333333,1.74778613755909,35
"{carrots} => {mineral water}",0.00533333333333333,0.347826086956522,0.0153333333333333,1.45981849590034,40
"{muffins} => {french fries}",0.00533333333333333,0.220994475138122,0.0241333333333333,1.29286939433378,40
"{light cream} => {chicken}",0.00453333333333333,0.290598290598291,0.0156,4.84330484330484,34
"{light cream} => {olive oil}",0.0032,0.205128205128205,0.0156,3.12061163988142,24
"{light cream} => {pancakes}",0.00346666666666667,0.222222222222222,0.0156,2.33754090696587,26
"{light cream} => {ground beef}",0.00333333333333333,0.213675213675214,0.0156,2.17444247294994,25
"{light cream} => {milk}",0.004,0.256410256410256,0.0156,1.97847420069642,30
"{light cream} => {chocolate}",0.0036,0.230769230769231,0.0156,1.40827439444201,27
"{light cream} => {eggs}",0.00333333333333333,0.213675213675214,0.0156,1.18884577341551,25
"{light cream} => {spaghetti}",0.00533333333333333,0.341880341880342,0.0156,1.96332508736797,40
"{light cream} => {mineral water}",0.00733333333333333,0.47008547008547,0.0156,1.97293845866873,55
"{protein bar} => {spaghetti}",0.00506666666666667,0.273381294964029,0.0185333333333333,1.56995383784856,38
"{protein bar} => {mineral water}",0.00773333333333333,0.41726618705036,0.0185333333333333,1.75125708051354,58
"{meatballs} => {milk}",0.00546666666666667,0.261146496815287,0.0209333333333333,2.01501926555005,41
"{meatballs} => {eggs}",0.0044,0.210191082802548,0.0209333333333333,1.16946077226937,33
"{meatballs} => {spaghetti}",0.0064,0.305732484076433,0.0209333333333333,1.75573784883097,48
"{meatballs} => {mineral water}",0.00773333333333333,0.369426751592357,0.0209333333333333,1.55047601395785,58
"{yogurt cake} => {mineral water}",0.0056,0.204878048780488,0.0273333333333333,0.85986869941447,42
"{energy drink} => {french fries}",0.00613333333333333,0.231155778894472,0.0265333333333333,1.35231539914863,46
"{energy drink} => {mineral water}",0.00546666666666667,0.206030150753769,0.0265333333333333,0.864704046252527,41
"{energy bar} => {milk}",0.00546666666666667,0.201970443349754,0.0270666666666667,1.55841391473575,41
"{energy bar} => {mineral water}",0.0068,0.251231527093596,0.0270666666666667,1.05441323626299,51
"{rice} => {ground beef}",0.0044,0.234042553191489,0.0188,2.38170847888218,33
"{rice} => {french fries}",0.0048,0.25531914893617,0.0188,1.49367676834733,36
"{rice} => {chocolate}",0.00533333333333333,0.283687943262411,0.0188,1.73121202153628,40
"{rice} => {spaghetti}",0.00506666666666667,0.269503546099291,0.0188,1.54768498908475,38
"{rice} => {mineral water}",0.00773333333333333,0.411347517730496,0.0188,1.72641655454881,58
"{parmesan cheese} => {frozen vegetables}",0.00546666666666667,0.275167785234899,0.0198666666666667,2.88637536959685,41
"{parmesan cheese} => {chocolate}",0.00426666666666667,0.214765100671141,0.0198666666666667,1.31060883241136,32
"{parmesan cheese} => {eggs}",0.00453333333333333,0.228187919463087,0.0198666666666667,1.26959154003943,34
"{parmesan cheese} => {spaghetti}",0.0068,0.342281879194631,0.0198666666666667,1.96563100609474,51
"{parmesan cheese} => {mineral water}",0.00466666666666667,0.23489932885906,0.0198666666666667,0.985867356711222,35
"{almonds} => {burgers}",0.0052,0.256578947368421,0.0202666666666667,2.94241912119749,39
"{almonds} => {green tea}",0.00493333333333333,0.243421052631579,0.0202666666666667,1.84409888357257,37
"{almonds} => {milk}",0.0052,0.256578947368421,0.0202666666666667,1.97977582846004,39
"{almonds} => {french fries}",0.0044,0.217105263157895,0.0202666666666667,1.27011659413745,33
"{almonds} => {chocolate}",0.006,0.296052631578947,0.0202666666666667,1.80666780865916,45
"{almonds} => {eggs}",0.00653333333333333,0.322368421052632,0.0202666666666667,1.79359284710292,49
"{almonds} => {spaghetti}",0.006,0.296052631578947,0.0202666666666667,1.70014910937374,45
"{almonds} => {mineral water}",0.00746666666666667,0.368421052631579,0.0202666666666667,1.54625511736813,56
"{light mayo} => {pancakes}",0.00546666666666667,0.200980392156863,0.0272,2.11409949674119,41
"{light mayo} => {french fries}",0.00733333333333333,0.269607843137255,0.0272,1.57726897311187,55
"{light mayo} => {eggs}",0.00546666666666667,0.200980392156863,0.0272,1.11821434805376,41
"{light mayo} => {mineral water}",0.00626666666666667,0.230392156862745,0.0272,0.966950854208499,47
"{vegetables mix} => {french fries}",0.0056,0.21875,0.0256,1.27973868954758,42
"{vegetables mix} => {spaghetti}",0.0056,0.21875,0.0256,1.2562212863706,42
"{vegetables mix} => {mineral water}",0.00773333333333333,0.302083333333333,0.0256,1.26783715724678,58
"{french wine} => {milk}",0.00493333333333333,0.218934911242604,0.0225333333333333,1.68931258674848,37
"{french wine} => {chocolate}",0.0052,0.230769230769231,0.0225333333333333,1.40827439444201,39
"{french wine} => {eggs}",0.006,0.266272189349112,0.0225333333333333,1.48148473302548,45
"{french wine} => {spaghetti}",0.00773333333333333,0.343195266272189,0.0225333333333333,1.970876337704,58
"{french wine} => {mineral water}",0.00826666666666667,0.366863905325444,0.0225333333333333,1.53971980410791,62
"{oil} => {chocolate}",0.00613333333333333,0.265895953757225,0.0230666666666667,1.62263600746883,46
"{oil} => {spaghetti}",0.00573333333333333,0.248554913294798,0.0230666666666667,1.42738273331622,43
"{oil} => {mineral water}",0.00733333333333333,0.317919075144509,0.0230666666666667,1.33429942002452,55
"{fresh tuna} => {pancakes}",0.00506666666666667,0.227544910179641,0.0222666666666667,2.39352991072553,38
"{fresh tuna} => {milk}",0.0048,0.215568862275449,0.0222666666666667,1.66333998669328,36
"{fresh tuna} => {chocolate}",0.0048,0.215568862275449,0.0222666666666667,1.31551380558655,36
"{fresh tuna} => {eggs}",0.00586666666666667,0.263473053892216,0.0222666666666667,1.46591090815402,44
"{fresh tuna} => {spaghetti}",0.0068,0.305389221556886,0.0222666666666667,1.75376658627615,51
"{fresh tuna} => {mineral water}",0.0088,0.395209580838323,0.0222666666666667,1.65868598561132,66
"{pepper} => {ground beef}",0.00653333333333333,0.246231155778894,0.0265333333333333,2.50574446179336,49
"{pepper} => {chocolate}",0.0064,0.241206030150754,0.0265333333333333,1.47196519620069,48
"{pepper} => {spaghetti}",0.00986666666666667,0.371859296482412,0.0265333333333333,2.13548600583315,74
"{pepper} => {mineral water}",0.00826666666666667,0.311557788944724,0.0265333333333333,1.30760124067455,62
"{ham} => {burgers}",0.0056,0.21105527638191,0.0265333333333333,2.42035867410447,42
"{ham} => {french fries}",0.0056,0.21105527638191,0.0265333333333333,1.2347227557444,42
"{ham} => {chocolate}",0.00626666666666667,0.236180904522613,0.0265333333333333,1.44129925461318,47
"{ham} => {eggs}",0.00626666666666667,0.236180904522613,0.0265333333333333,1.31406289608279,47
"{ham} => {spaghetti}",0.0092,0.346733668341709,0.0265333333333333,1.99119641084442,69
"{ham} => {mineral water}",0.0092,0.346733668341709,0.0265333333333333,1.45523363881523,69
"{cereals} => {green tea}",0.00653333333333333,0.253886010362694,0.0257333333333333,1.92337886638405,49
"{cereals} => {milk}",0.00706666666666667,0.274611398963731,0.0257333333333333,2.11891511546088,53
"{cereals} => {chocolate}",0.0056,0.217616580310881,0.0257333333333333,1.32801005071734,42
"{cereals} => {spaghetti}",0.00666666666666667,0.259067357512953,0.0257333333333333,1.48775281879567,50
"{cereals} => {mineral water}",0.0102666666666667,0.398963730569948,0.0257333333333333,1.67444207010331,77
"{red wine} => {eggs}",0.00706666666666667,0.251184834123223,0.0281333333333333,1.39754173288143,53
"{red wine} => {spaghetti}",0.0102666666666667,0.364928909952607,0.0281333333333333,2.09568669574621,77
"{red wine} => {mineral water}",0.0109333333333333,0.388625592417062,0.0281333333333333,1.63105312989813,82
"{butter} => {green tea}",0.00733333333333333,0.243362831858407,0.0301333333333333,1.84365781710914,55
"{butter} => {milk}",0.00613333333333333,0.20353982300885,0.0301333333333333,1.57052332568557,46
"{butter} => {french fries}",0.00613333333333333,0.20353982300885,0.0301333333333333,1.19075559482556,46
"{butter} => {chocolate}",0.00826666666666667,0.274336283185841,0.0301333333333333,1.67414330666705,62
"{butter} => {eggs}",0.00613333333333333,0.20353982300885,0.0301333333333333,1.1324545048712,46
"{butter} => {spaghetti}",0.00626666666666667,0.207964601769911,0.0301333333333333,1.19428370082262,47
"{cottage cheese} => {spaghetti}",0.00693333333333333,0.218487394957983,0.0317333333333333,1.25471321759944,52
"{cottage cheese} => {mineral water}",0.00946666666666667,0.298319327731092,0.0317333333333333,1.25203970788091,71
"{whole wheat pasta} => {olive oil}",0.008,0.271493212669683,0.0294666666666667,4.13022128807835,60
"{whole wheat pasta} => {milk}",0.00986666666666667,0.334841628959276,0.0294666666666667,2.58365454443886,74
"{whole wheat pasta} => {chocolate}",0.00626666666666667,0.212669683257919,0.0294666666666667,1.29782150076028,47
"{whole wheat pasta} => {spaghetti}",0.0088,0.298642533936652,0.0294666666666667,1.71502220867143,66
"{whole wheat pasta} => {mineral water}",0.0096,0.32579185520362,0.0294666666666667,1.3673413061148,72
"{hot dogs} => {green tea}",0.00666666666666667,0.205761316872428,0.0324,1.55879785509415,50
"{hot dogs} => {french fries}",0.00733333333333333,0.226337448559671,0.0324,1.32412703915564,55
"{hot dogs} => {spaghetti}",0.00866666666666667,0.267489711934156,0.0324,1.53612009150549,65
"{hot dogs} => {mineral water}",0.0092,0.283950617283951,0.0324,1.19173454372111,69
"{tomato juice} => {green tea}",0.00613333333333333,0.202643171806167,0.0302666666666667,1.53517554398612,46
"{tomato juice} => {french fries}",0.00706666666666667,0.233480176211454,0.0302666666666667,1.3659136673837,53
"{tomato juice} => {spaghetti}",0.00746666666666667,0.246696035242291,0.0302666666666667,1.4167077062153,56
"{tomato juice} => {mineral water}",0.00946666666666667,0.312775330396476,0.0302666666666667,1.31271123557558,71
"{brownies} => {french fries}",0.00786666666666667,0.233201581027668,0.0337333333333333,1.36428382036467,59
"{brownies} => {eggs}",0.00733333333333333,0.217391304347826,0.0337333333333333,1.2095213520836,55
"{brownies} => {spaghetti}",0.00733333333333333,0.217391304347826,0.0337333333333333,1.24841866968507,55
"{brownies} => {mineral water}",0.0096,0.284584980237154,0.0337333333333333,1.19439695119119,72
"{avocado} => {milk}",0.00746666666666667,0.224899598393574,0.0332,1.73533640735783,56
"{avocado} => {french fries}",0.008,0.240963855421687,0.0332,1.40969494201455,60
"{avocado} => {chocolate}",0.00706666666666667,0.21285140562249,0.0332,1.29893046555629,53
"{avocado} => {spaghetti}",0.008,0.240963855421687,0.0332,1.38378936880754,60
"{avocado} => {mineral water}",0.0114666666666667,0.345381526104418,0.0332,1.44955872735486,86
"{champagne} => {chocolate}",0.0116,0.247863247863248,0.0468,1.51259101625253,87
"{fresh bread} => {milk}",0.0092,0.213622291021672,0.0430666666666667,1.64832014677216,69
"{fresh bread} => {chocolate}",0.00946666666666667,0.219814241486068,0.0430666666666667,1.3414213272136,71
"{fresh bread} => {eggs}",0.00866666666666667,0.201238390092879,0.0430666666666667,1.11964979651083,65
"{fresh bread} => {spaghetti}",0.00906666666666667,0.210526315789474,0.0430666666666667,1.20899492222133,68
"{fresh bread} => {mineral water}",0.0133333333333333,0.309597523219814,0.0430666666666667,1.29937404820851,100
"{salmon} => {ground beef}",0.00893333333333333,0.210691823899371,0.0424,2.14408233276158,67
"{salmon} => {milk}",0.00973333333333333,0.229559748427673,0.0424,1.7712943551518,73
"{salmon} => {chocolate}",0.0106666666666667,0.251572327044025,0.0424,1.53522575494726,80
"{salmon} => {spaghetti}",0.0134666666666667,0.317610062893082,0.0424,1.82394752809963,101
"{salmon} => {mineral water}",0.0169333333333333,0.39937106918239,0.0424,1.67615166136985,127
"{honey} => {spaghetti}",0.0118666666666667,0.250704225352113,0.0473333333333333,1.43972564329314,89
"{honey} => {mineral water}",0.0149333333333333,0.315492957746479,0.0473333333333333,1.32411705825327,112
"{herb & pepper} => {ground beef}",0.016,0.323450134770889,0.0494666666666667,3.29155496713931,120
"{herb & pepper} => {eggs}",0.0125333333333333,0.253369272237197,0.0494666666666667,1.40969550577075,94
"{herb & pepper} => {spaghetti}",0.0162666666666667,0.328840970350404,0.0494666666666667,1.88844355101687,122
"{herb & pepper} => {mineral water}",0.0170666666666667,0.345013477088949,0.0494666666666667,1.44801403366934,128
"{grated cheese} => {ground beef}",0.0113333333333333,0.216284987277354,0.0524,2.20100054895543,85
"{grated cheese} => {chocolate}",0.0109333333333333,0.208651399491094,0.0524,1.27329983416046,82
"{grated cheese} => {spaghetti}",0.0165333333333333,0.315521628498728,0.0524,1.81195422185334,124
"{grated cheese} => {mineral water}",0.0174666666666667,0.333333333333333,0.0524,1.39899272523783,131
"{soup} => {milk}",0.0152,0.300791556728232,0.0505333333333333,2.32092250561908,114
"{soup} => {chocolate}",0.0101333333333333,0.200527704485488,0.0505333333333333,1.22372480361364,76
"{soup} => {spaghetti}",0.0142666666666667,0.282321899736148,0.0505333333333333,1.62129728026119,107
"{soup} => {mineral water}",0.0230666666666667,0.45646437994723,0.0505333333333333,1.91577104062911,173
"{cooking oil} => {milk}",0.0114666666666667,0.224543080939948,0.0510666666666667,1.73258550107984,86
"{cooking oil} => {chocolate}",0.0136,0.266318537859008,0.0510666666666667,1.62521483640566,102
"{cooking oil} => {eggs}",0.0117333333333333,0.22976501305483,0.0510666666666667,1.27836617055729,88
"{cooking oil} => {spaghetti}",0.0158666666666667,0.310704960835509,0.0510666666666667,1.78429341980576,119
"{cooking oil} => {mineral water}",0.0201333333333333,0.394255874673629,0.0510666666666667,1.65468330165205,151
"{whole wheat rice} => {milk}",0.0118666666666667,0.202733485193622,0.0585333333333333,1.56430158328412,89
"{whole wheat rice} => {chocolate}",0.012,0.20501138952164,0.0585333333333333,1.25108659187331,90
"{whole wheat rice} => {spaghetti}",0.0141333333333333,0.241457858769932,0.0585333333333333,1.38662629462059,106
"{whole wheat rice} => {mineral water}",0.0201333333333333,0.343963553530752,0.0585333333333333,1.44360752740942,151
"{escalope} => {french fries}",0.0164,0.20672268907563,0.0793333333333333,1.20937610613668,123
"{escalope} => {chocolate}",0.0176,0.221848739495798,0.0793333333333333,1.35383689684173,132
"{escalope} => {mineral water}",0.0170666666666667,0.215126050420168,0.0793333333333333,0.902879338640885,128
"{turkey} => {eggs}",0.0194666666666667,0.311300639658849,0.0625333333333333,1.73201394468944,146
"{turkey} => {spaghetti}",0.0165333333333333,0.264392324093817,0.0625333333333333,1.51833264219267,124
